msg_content,msg_id
"☕️ Под утренний кофе: еженедельный дайджест о технологиях, данных и аналитике (Westworld edition) 🧠 🐜 Мир дикого запада и колонии муравьев В начале второго сезона сериала Westworld Бернард говорит о том, что машины имеют некую простую сеть, в которой они могут обменивться сообщениями с ближайшими устройствами, как в колонии муравьев. Это сравнение тогда показалось мне интуитивно понятным, хотя я никогда раньше себе не представлял, как именно живут и двигаются муравьи.  Недавно я наткнулся на ресурс, который популярно закрыл этот вопрос для меня (и я даже залип на нем на некоторое время). На примере нескольких ситуаций и карт авторы показывают, каким образом муравьи перемещаются, какая у них цель и что помогает им выстроить маршрут. Оказывается, что они совершают отнюдь не броуновское движение, а путь от источника еды до муравейника или оповещение членов колонии об опасности.  🎧 Важно уметь слышать свой внутренний голос (и не только) Как создатель подкаста, обсуждений в котором уже на целый сезон накопилось, теперь я часто наблюдаю за новыми инструментами для работы с аудиозаписями. Teapodo – простой аудиоредактор с неразрушающим многодорожечным редактированием. Что значит ""неразрушающим""? Дело в том, что импорт или запись на несколько дорожек и преобразование аудио в клипы с сохранением исходного звука нетронутым.  Teapodo создан с современным графическим интерфейсом, который изначально работает как на Apple Silicon, так и на Intel Mac. Приложение пока что доступно лишь на macOS, но в ближайшее время выйдет и Windows-версия.  👨🏻‍💻Свободны ли аналитики данных? Вы ведь помните, что лабиринт – это не путь наверх, а путь вглубь себя? Как пишет автор этой фантастической рассылки обо всем, что связано с миром анализа данных Бен Стенсил, аналитикам тоже иногда стоит заглянуть в глубины собственного сознания. Звучит несколько парадоксально, мы ведь не на сеансе психотерапии? Однако, мнение достаточно интересное и вот почему. Бен заметил, что раньше, когда он только начинал свой путь, он свободно и спокойно обсуждал стек данных, мнения и новые технологии. Однако, по мере развития в этой отрасли до главы компании, которая прицельно занимается работой с данными, он заметил, что его открытость и теперь свободы снизилась: большинство дружеских отношений перешли в разряд рабочих или партнерских, разговоры и обсуждения стали менее искренними, все крутится лишь вокруг собственного бренда и отстаивания его интересов. Эссе Бена получилось (в очередной раз) интересным и его стоит прочесть как минимум за красивый ангийский, который нечасто встретишь на просторах сети.  Кстати, вы уже начали смотреть новый сезон Westworld? Пишите ваши мысли по поводу нового сезона и оставляйте ❤️, если вам тоже нравится сериал! #weekly #дайджест #westworld",717
"🖥 Кто может объяснить работу кода лучше, чем машина? 🤔 На сегодняшний момент одно из самых крутых применений языковой AI-модели GPT-3 — создание объяснений того, как работает код. Суть в том, что вы можете подать на вход модели блок кода, написанный на Python, JavaScipt, SQL или другом языке, и попросить объяснить его, а также задавать вопросы, в духе ""Что делает эта функция?""  🔮 Конечно, как у использования любой другой модели, у GPT-3  есть важные нюансы: вам нужно хорошо разбираться в вопросах кодинга, работе AI-моделей и эффективности выполнения команд по времени и памяти, чтобы проверять и понимать полученные объяснения, а также, чтобы подмечать некоторые неточности. Несмотря на это, GPT-3 предлагает разработчикам (которые, например, разбираются с чужим кодом) фантастические возможности для работы.  🚴‍♂️ Как пишет автор заметки, ""такие инструменты, как GPT-3, можно отнести к категории «велосипеды для ума». В первую очередь вы должны уметь на нём кататься!""  #leftjoin_ai",719
"🤔 Печенье, которого не существует 🍪 Давно не рассказывали, что там новенького в мире AI-моделей для генерации изображений, пора исправляться!  🆕 Что новенького? Разработчики обучили четыре модели StyleGAN2 (Generative adversarial network) для генерации изображений еды. Код, оптимизированный для обучения TPU, а также предварительно обученные модели находятся в открытом доступе. Результаты весьма интересные (и реалистичные), вы даже можете попробовать сгенерировать изображения сами в этом Collab-ноутбуке.   💸 Почему просто не использовать DALL-E 2? Авторы шутят, что они бедные и не хотят тратиться, но есть и более аргументированное объяснение. Дело в том, что диффузионные и авторегрессионные модели (DALL·E 2, Craiyon (ранее DALL·E mini), ruDALL-E) сейчас и так на пике популярности, о них слышно из каждого утюга. Поэтому авторы решили пойти в другом направлении и сравнить результаты известных моделей и StyleGAN2, которая только набирает популярность.  📸 Что особенного в моделях GAN? Основное, что отличает эту модель от других: фотореализм. В статье вы можете увидеть, что именно у GAN получаются самые правдоподобные снимки, а вот у DALL-E 2, например, изображения кажутся либо сильно отретушированными , либо нарисованными.   👨‍🦰Кстати, еще есть другой интересный ресурс на базе GAN: This Person Does Not Exist, здесь собраны синтетические фоографии лиц разных людей. Которых, как следует из названия, не существует.  #leftjoin_ai",722
"🍋 Data Science для жизни (и не только) Я регулярно изучаю, какие курсы запускаются по всевозможным смежным c аналитикой направлениям. Конечно, большинство курсов похожи друг на друга и частично повторяют самую базовую информацию, однако, среди них есть и настоящие бриллианты: например, Everyday Data Science.   🤔 Что особенного в этом курсе? Курс платный, но первую главу под названием ""Когда жизнь преподносит тебе лимоны..."" можно пройти без всяких регистраций и смс. Самое крутое, что, полагаю, будет лейтмотивом всего курса – это простые жизненные примеры, которые помогают увидеть и понять закономерности и сложные концепции. Например, в первой главе можно погрузиться в крайне нужное сейчас при трудоустройсте A/B-тестирование и научиться принимать решения на его основе. В курсе также заявлены дальнейшие темы: дифференциальные уравнения, популяции, байесовское равновесное ценообразование, графики – и как это все может быть полезным в обычной жизни.  Расскажите в комментариях, какие курсы, связанные с данными, вам понравились в последнее время? И ставьте 🔥, если вам тоже показался интересным этот курс!",724
"Everyday Data Science за полцены 🤑 Вау, к нам в телеграм-канал зашел автор технической части интерактивного курса, о котором мы подробно рассказали выше, Jim Fisher! Он заметил неожиданный (и приятный) трафик из Telegram и решил разобраться, кто за этим стоит... Помимо респекту нашему теплому комьюнити, он дал всем нашим подписчикам промокод на 50% скидку по привычному нам промокоду LEFTJOIN. Если вы уже успели купить курс, то можно быстро оформить возврат и оплатить вновь уже со скидкой.   🚨 Скидка действует всего несколько дней, а также, оплата возможна только через зарубежную карту. Понимаем, что это предложение интересно не всем, однако, если у вас есть желание и возможность – от всей души советую его курс. С помощью привычных и понятных примеров можно наконец-то разобраться в том, как даже в обычной жизни могут пригодиться дифференциальные уравненя, популяции, байесовское равновесное ценообразования, графики и временные ряды🚀",725
"🤔 Valiotti Analytics нужен копирайтер на английском языке 👨🏻‍💻 Аудитория этого канала – наша гордость, ведь среди вас мы уже неоднократно находили совершенно незаменимых профессионалов своего дела. Сейчас мы в процессе расширения команды контента и маркетинга и нам нужен младший копирайтер. Поэтому, если вы хотели поработать вместе с нами, сегодня вновь ваш шанс 🥳  Поэтому мы открываем вакансию: 👨‍💻 Junior Copywriter  Что от вас требуется? 🤓 Умение писать тексты на английском и русском языке 👅 Знание английского языка не ниже В2 (Upper Intermediate +) 👬 Готовность работать в команде, обсуждать результаты работы, вносить правки 💻 Желание разбираться в аналитической работе и писать об этом 📝 Ответственное отношение к работе 📚 Желание учиться и улучшать свои навыки 📈 Плюсом будет знание IT-отрасли, аналитики, интерес к области анализа данных  С нас (как всегда) все самое лучшее: 👯‍♂️ Крутейшая современная команда лучших и самых талантливых профессионалов своего дела 🇬🇧 Корпоративный английский язык (всегда актуально) 🛋 Удаленная работа на полный рабочий день  Оставляйте отклики на HH или отправляйте ваши резюме мне в телеграм @valiotti (не забудьте отметить на какую вакансию вы откликаетесь)  А если ваш друг или знакомый сейчас ищет работу и подходит под наше описание, то перешлите ему этот пост 🚀",726
"☕️ Под утренний кофе: еженедельный дайджест о технологиях, данных и аналитике 🗞 🎨 Куда пропали все краски жизни? Вы тоже заметили, что многие окружающие нас вещи стали менее яркими? Статистика это подтверждает. В недавнем треде автор (The Cultural Tutor) собрал множество аргументов, которые показывают динамику цветового разнообразия вещей. Например, цветные машины сейчас составляют меньше трети от всех машин. Действительно, если вы посмотрите на случайную парковку по пути на работу – черные, белые и серые машины будут заметно преобладать. Если говорить про дизайн интерьеров, то затяжной культ минимализма, белых стен и пастельных расцветок тоже внесли свою лепту в снижение яркости. Даже дизайн МакДоналдса был в разы ярче, чем сейчас! Такую тенденцию можно объяснить тем, что нас повсюду окружает горящая цветная реклама, яркие приложения на телефоне и от всего этого порой хочется отдохнуть, успокоить мозг спокойными цветами и, таким образом, снизить яркость. Ставьте ❤️, если такой тренд вам по душе и 🤯, если буйство красок вам больше по душе.  🤔 Альтернативное мнение о подписках на сервисы Есть определенные сервисы, которые лучше всего продаются при ежемесячной подписке: Netflix и другие стриминговые сервисы, услуги тренажерных залов, сервисы по прослушиванию музыки, вроде Apple Music.  Но, несмотря на то, что SaaS хорошо работают для одних отраслей, некоторые приложения и сервисы лучше всего продавать по принципу «купи один раз и забудь». Например, приложение для сканирования документов, которое предлагает подписку в $3,99 в неделю за преобразование фотографий в pdf. Очевидно, что еженедельно им пользоваться не будут (особенно при наличии аналогичной бесплатной опции iOS-заметок), но те, кто купил приложение и не отключил подписку за ненадобностью, будут терять деньги. Или, например, Adobe, которые перестали продавать лицензию на каждый инструмент, заменив его на общую подписку. Что должен делать человек, которому нужен только Photoshop? Инвесторы и учредители компаний должны понимать, что удаление опций и аггрегация сервисов в подписку является успешным в долгосрочной перспективе тогда и только тогда, когда это делают крупные корпорации с развитыми программными экосистемами (среди их клиентской базы скорее всего найдутся те, кто готов переплачивать).  Но, что происходит с Adobe? Я уже давно наблюдаю как количество пиратских копий их программного обеспечения растет в геометрической прогрессии.  📡 Бэтмен и физика Если вы хоть раз смотрели фильм про Бэтмена, то вы наверняка понимаете, почему все его любят: он классный, потому что он одновременно и нормальный парень, и супергерой. Правда, без суперспособностей. Его супергеройство — это комбинация навыков и снаряжения. В фильме он часто использует одну из своих «игрушек» — винтовку с крюком (подъемный пистолет?). Бэтмен использует его для запуска крюка, который соединен с кабелем: как только он прикрепляется к нужной точке, электрический двигатель внутри пистолета наматывает кабель, подтягивая Бэтмена. Внимание, вопрос: какая батарея или источник питания потребуется этому устройству и сколько энергии оно будет потреблять? Профессор физики из Университета Луизианы предлагает нетривальное решение этой задачи, это вам не скорость через время и расстояние искать!  #weekly #дайджест",727
"🛤 MidJourney и почему о ней скоро все заговорят?  Сегодня мы хотим вам рассказать про новую модель для генерации изображений – MidJourney. Подробно об идее создания, процессе обучения и результатах основатель MidJourney Дэвид Хольц рассказал в интервью The Verge, а у нас – коротко о главном.  🤔 Что в ней особенного? Если некоторые из моделей, о которых мы рассказывали, были заточены под фотореализм или графический дизайн, то MidJourney в большей степени вдохновляется произведениями искусства. К тому же, разработчики MidJourney провернули нечто необычное – создали одно из самых больших комьюнити в Discord, которое одновременно дает доступ к использованию модели и предоставляет пространство для общения и обсуждения полученных результатов.  💸 Как попробовать MidJourney? Зарегистрируйте бесплатную учетную запись, и вы получите 25 попыток и доступ ко всем изображениям, которыми поделились в Discord чатах. После этого нужно будет определиться с подпиской — 10 или 30 долларов в месяц, в зависимости от количества изображений, которые вы хотите сгенерировать, и от того, нужны и вам права на эти изображения.  📒 Зачем вообще нужны такие нейросети? В прошлом веке мануфактуры заменили мастерские, а сейчас – роботы продолжают вытеснять человеческие профессии. Сейчас, когда сгенерированные изображения находятся на пике популярности, многие компании используют изображения в коммерческих целях: Cosmopolitan и The Economist использовали AI-модели для создания обложек выпусков (Однако, авторы последнего в статье пришли к выводу, что пользоваться моделью на постоянной основе они пока не планируют).   👨‍🎨 Дизайнеров и иллюстраторов ждет конец карьеры? А вот и нет: результаты работы AI-моделей дизайнеры могут легко использовать в своей работе,  ведь они – превосходный источник идей. А когда креативные идеи бывали лишними?  Кстати, для вашего удобства теперь все заметки, посвященные современным AI-моделям, теперь собраны под хештегом #leftjoin_ai ❤️",728
"Все что может понадобиться в работе над проектом Спешим поделиться классным приложением Whimsical. С его помощью можно рисовать класные флоучарты, вести менеджмент задач по проектам и создавать черновики для верстки веб-сайтов. Если последнее нужно далеко не всем, то первые два пункта пригодятся любому, особенно аналитику данных. Оставляйте реакции ❤️, если вы пользуетесь флоучартами и рассказывайте в комментариях, какой инструмент вам нравится.  Если вы не используете флоучарты и не вполне понимаете зачем они нужны, то вот два примера: ◽️ Как Slack принимает решение об отправке уведомления ◽️ Как устроена прокрастинация",729
"👥 Хрупкое доверие в современном мире (и причем тут теория игр?) 💸 Многие исследования показывают, что уровень доверия к окружающим падает каждый год.   📚 Причем тут теория игр? Если в университете вам преподавали теорию игр, то вы наверняка знаете, что эта наука помогает понять и формализовать разные типы межличностного взаимодействия в разных условиях.  В реальной жизни точно такие же примеры найти сложно и в каждом взаимодействии происходит смешение разных моделей, однако, это лучший инструмент из доступных. Итак, основой многих моделей ТИ являются стратегии правды и обмана, лени и добросоветстности. Самыми важными в таких играх являются условия: количество взаимодействий, доступ к информации, вероятности, с которыми принимаются решение о действии и так далее. И это приводит нас к теме сегодняшнего разговора.  👋🏻 Вернемся к доверию В 2017 году Nicky Case написал игру (которую перевели уже на множество языков, в том числе – на русский), в которой есть два варианта взаимодействия (""довериться"" и ""обмануть"") и множество стратегий, с помощью которой можно разобраться с причинами эпидемии недоверия. Не будем лишать вас удовольствия пройти игру самостоятельно (лучше на ноутбуке, но на телефоне тоже можно) и прийти к собственным выводам об эволюции доверия. Однако, если вы не в настроении или не любите подобные интерактивы, то ниже в двух словах изложим суть.  🤓 Если играть не хочется Кстати, очень зря: игры – это отличная возможность разобраться в сложных механизмах на простом примере.  Итак, игры определяют то, что игроки в них делают. И по большей части, проблема не столько в людях, которые перестают доверять, сколько в среде общения. И это никак не делает нас лишь зависимыми агентами, ведь для окружающих мы и есть среда.   Создавайте условия для развития доверия, общайтесь понятно, учитесь жить и давать жить другим!",734
"🔩 TOR – несгибаемый гвоздь среди анонимизирующих браузеров 🚨 Наверняка вы, как минимум, слышали про анонимный браузер TOR и в этом нет ничего странного. Его обсуждают и изучают экономисты, исследователи теневой экономики, а также им пользуются все, кто хочет получить доступ на определенный сайт при отсутствии легальной возможности это сделать.  Конечно, за браузером следует дурная слава, ведь доступ на сайты по продаже наркотиков осуществлялся именно через него, однако сейчас это не главная цель его использования в России.  🧅 Короткая заметка, если вы не слышали про TOR TOR («The Onion Router») – это популярный анонимизирующий браузер, принцип работы которого напоминает принципы работы VPN-сервисов. Любой запрос на посещение сайта проходит через несколько узлов — серверов в разных странах — после чего реальный IP-адрес заменяется на новый.   🚫 TOR и Роскомназдор В декабре 2021 года Роскомнадзор издал постановление суда четырехлетней давности, которое позволяет ему обязать интернет-провайдеров заблокировать веб-сайт TOR Project, с которого можно загрузить TOR Browser, и ограничить доступ к его сервисам. С тех пор цензоры вступили в битву с технической командой TOR и российскими пользователями, которые настаивают на том, чтобы браузер оставался в сети и позволял людям получать доступ к информации без цензуры.  🤔 TOR вообще можно заблокировать? В существующей системе организации Интернета в России – маловероятно. Единственной страной, где удалось заблокировать TOR, является Китай. Все дело в том, что в Китае сеть централизована и полностью подконтрольна правительству. Что бы вам ни говорили, в России пока что дело обстоит иначе: когда Роскомнадзор блокирует какой-то сайт, это решение должны исполнить лично Интернет-провайдеры (но не всегда исполняют). Принимая этот факт во внимание, российские власти устанавливают новое оборудование, которое использует глубокую проверку пакетов для мониторинга и блокировки онлайн-сервисов, но эффективность этих блокировок (к счастью) оставляет желать лучшего.",735
"🚀 Ищем спикеров для нового сезона подкаста Data Heroes 👾   Хотите принять участие в записи нашего подкаста? Есть предложение! Если вы студент или выпускник иностранного вуза по специальности Data Science или любой смежной (онлайн или оффлайн), то будем рады услышать вашу историю в подкасте Data Heroes.  Скорее пишите моей коллеге @Milanchezaa с кратким резюме: где учились/учитесь, какая специальность, формат занятий онлайн/оффлайн.  Мы ищем наших новых героев! 🦸   P.S. Если у вас есть знакомые с подходящим кейсом или вы просто хороший человек с телеграм-каналом, то мы будем благодарны за репост! 🤖",736
"Слышали про новый гайд от MyTracker для прогноза LTV приложений? Рассказываю 😉   Команда предиктивной аналитики MyTracker описали, какими моделями пользоваться и как, чтобы самостоятельно построить прогноз LTV мобильного приложения.   Чему можно научиться после практики по гайду: 1️⃣ Работать с сырыми данными, предобратывать их (это изи) 2️⃣ Представлять в виде пригодных данных для анализа (посложнее, но задачка уровня джун+) 3️⃣ Подбирать модели и корректно оценивать их по метрикам (а вот и хардкор) Из моделей разбираются: - модель на основе catboost - модель на основе линейной регрессии - коэффициентная модель - модель на основе экстраполяции логарифмом  Для кого полезно? Маркетинг менеджеры, продакты, аналитики Что нужно уметь? Хотя бы немного в Python, чтобы применить рекомендации на практике (внутри примеры кода)  Если интересно, оставьте свои контакты на лендинге и скачивайте 👉 e-book   А что делать если данных для практики нет? Даже если у вас нет своего продукта или клиентских данных и на первых страницах возникнет вопрос, — все круто, полезно, а где взять выгрузки, чтобы поиграться с моделями?   Ссылку на сырые данные, ищите на 14-й странице. Внутри: файл с сырыми данными о транзакциях устройств для большого приложения файл с данными о кумулятивном (накопленном) LTV устройств  E-book всего 43 страницы, поэтому концентрация пользы максимальная и без воды!  Это была #реклама. Честно, полезно, про аналитику ❤️",737
"Жара (не только) в Акапулько  ""Облачность переменная, ветер тёплый северо-западный. Ну, кому-то будет ясно, кому-то не очень. Погода в Питере меняется с космической скоростью, а вместе с ней, между прочим, и настроение. Так что для стабилизации эмоций дышите глубже и оставайтесь на нашей волне"".   Если вы не понимаете, при чем здесь метеорологическая сводка от Маши Емельяновой из фильма Питер FM, то не переживайте, это все еще аналитический телеграм-канал. Сейчас я все объясню.  Америка и Европа очень сильно пострадали от жары этим летом. Естественно, это породило новую волну споров о глобальном потеплении: люди строят догадки и утверждают или отрицают, что частота и интенсивность волн тепла увеличились в результате антропогенного изменения климата.   Глобальное потепление идет прямо сейчас Метеорологические данные – тоже данные, а значит их можно анализировать. Автор этой заметки решил изучить динамику дневной температуры в небольшом регионе недалеко от города Бон во Франции, который на протяжении веков известен своими винодельнями.  Он извлек данные из реанализа ERA5 и для каждого года выделил данные по летней температуре, которая определяется как среднее за июнь, июль и август. Также он посмотрел на ежегодную динамику самой высокой температуры за лето и еще несколько климатических метрик.   Что в итоге? Практически каждый график имеет очевидный восходящий тренд: увеличивается и количество жарких дней в году, и средняя температура за лето, и другие показатели. В общем, совершенно очевидно, что наша планета становится все теплее и теплее.  Возможно, самый важный график - это функция плотности вероятности для летней температуры. Автор нарисовал гистограмму для двух десятилетий – 1950-1960 и 2010-2020 гг. – и увидел, что среднее заметно сдвинулось вправо. Затем, автор добавил еще несколько десятилетий и заметил, что изменения усиливаются в 1990 году.   Советую обратить внимание на финальный график на основе исторических данных сбора урожая винограда (это прокси переменная для температуры – чем жарче, тем раньше сбор урожая). Вывод из предыдущих графиков вновь подтверждается – 1990 год является рубежом значимого повышения средней температуры.  В итоге, теперь уже аппелируя к данным, можно с уверенностю говорить о том, что глобальное потепление имеет место быть.",738
"📊 Бессмертная база для любого анализа данных 🦸 Паки МакКормик и Бен Роллерт написали крайне подробное эссе со своими рассуждениями по поводу самого популярного аналитического инструмента, его аналогов, уникальных характеристик и причин, по которым он все еще популярен.   Прежде чем прочесть пост, оставьте реакцию ❤️‍🔥, если пользуетесь Excel, и 🥴, если рады забыть про него как про страшный сон!  🤔 Что за инструмент? Итак, среди множества аналитических инструментов есть один продукт, родившийся в 1985 году, который до сих пор удовлетворяет многим целям и приносит пользу тысячам компаний. Этот продукт, конечно же, Microsoft Excel.   🤯 Что в нем особенного? Конечно, пересказать все детали эссе у нас не хватит времени (а вы не выдержите такой большой пост в телеграме), поэтому пробежимся по самым ярким моментами.  💻 Знали ли вы, что Excel – самый популярный язык программирования в мире?  По оценкам, Microsoft Office используют 1,2 миллиарда человек, и хотя трудно точно сказать, сколько людей используют именно Excel, приблизительное число пользователей составляет 750 миллионов. Для сравнения, в 2018 году было всего 10,7 миллиона Javascript-разработчиков и 7 миллионов Python-разработчиков.  ⏰ Excel существует уже давно, а значит можно с уверенностью предположить, что Excel будет существовать и дальше Это эффект Линди в действии: чем дольше что-то длится, тем вероятнее это продолжится. Ожидается, что то, что существует уже год, будет актуально еще год, а то, что существует уже 100 лет, будет актуально еще 100 лет.  🔭 Excel – основоположник инструментов для анализа данных Успех Excel вдохновил на создание программного обеспечения, совокупная корпоративная ценность которого намного превосходит ценность одного только Excel. Это происходит благодаря выделению отдельных функций Excel для создания нового инструмента (например, эти компании) и ориентации на Excel в целом, для создания нового multi-use инструмента (например, различные no-coding инструменты для анализа данных).   🎮 Excel – практически новый киберспорт Оказывается, в мире проводятся соревнования по Excel, которые смотрят по полмиллиона человек, а участники на глазах очевидцев творят всякие немыслимые Excel-трюки. That's nerdy!  🪄 Excel не перестает развиваться  9 февраля этого года Сатья Наделла, генеральный директор Microsoft, сделал громкое заявление в Твиттере: теперь Excel является Turing-complete, то есть его можно использовать для выполнения любых вычислений (в очень упрощенном смысле). Это означает, что Excel теперь может вычислить все, что вы могли бы посчитать на Python, Javascript или любом другом Turing-complete языке.  В основе этого прорыва лежит введение LAMBDA — возможности для пользователей определять многократно используемые функции с помощью языка формул Excel. Также LAMBDA-функции могут вызывать другие LAMBDA-функции, обеспечивая рекурсию, превращая Excel в «настоящий» язык программирования.",739
